seller_id,product_brand,product_id,product_title,price,sale_percentage,price_pre_sale,category
52615893,Matsuya,1328681726040,"Cháo ăn dặm gạo Koshihikari, thịt trắng và rau (vị sò điệp) Matsuya (6m+)",39000,54,85000,Thực phẩm ăn dặm
22153591,Men No Sato,8198996937980,MÌ ăn dặm hữu cơ cho bé vị bông cải xanh 200g Men No Sato,79000,17,95000,Thực phẩm ăn dặm
22157997,Men No Sato,3554987499496,MÌ ăn dặm hữu cơ cho bé vị Bắp ngô Corn 200g Men No Sato,79000,17,95000,Thực phẩm ăn dặm
22152764,Men No Sato,6448183401599,MÌ ăn dặm hữu cơ cho bé vị bí ngô 200g Men No Sato,79000,17,95000,Thực phẩm ăn dặm
22142221,Men No Sato,4990756895158,Mì ăn dặm hữu cơ cho bé vị lúa mì Plain Wheat 200g Men No Sato,79000,17,95000,Thực phẩm ăn dặm
37940689,Nissin,7672541827236,"Mì ăn dặm cho trẻ trên 1 tuổi Nissin MUG Cup Noodle 96g (4 Gói nhỏ bên trong, 2 hương vị) - Nhập khẩu Nhật Bản",79000,31,115000,Thực phẩm ăn dặm
48632327,Matsuya,1616826746429,Cháo Gạo Koshihikari Ăn Dặm Với 5 Loại Rau Matsuya 60g,84000,7,90000,Thực phẩm ăn dặm
20558368, Pigeon,7119619305376,Bánh ăn dặm súp lơ & rau chân vịt (7g x 2 gói) - Nội địa Nhật Bản,67000,55,150000,Thực phẩm ăn dặm
22153960,Men No Sato,8011489304109,MÌ ăn dặm hữu cơ cho bé vị cà chua 200g Men No Sato,79000,17,95000,Thực phẩm ăn dặm
22157760,Men No Sato,9412280262015,MÌ ăn dặm hữu cơ cho bé vị củ dền Beetroot 200g Men No Sato,79000,17,95000,Thực phẩm ăn dặm
37967403,Nissin,6277506952919,"Combo 2 Gói Mì ăn dặm cho trẻ trên 1 tuổi Nissin MUG Cup Noodle 96g (Gói trắng, 2 hương vị) ",169000,27,230000,Thực phẩm ăn dặm
48968327,Haeswim,8621106808394,"Combo 4 vị Sữa chua sấy lạnh Haeswim Hàn Quốc cho bé - Vị Việt Quất, Chuối, Táo, Dâu",300000,5,316000,Thực phẩm ăn dặm
53840663,quintesens,8849212797160,Dầu ăn hữu cơ tảo biển Quintesens dành cho bé ăn dặm từ 4 tháng tuổi trở lên (Chai 250ml),259000,19,319000,Thực phẩm ăn dặm
55597311, Pigeon,8914491112451,Bánh ăn dặm vị cá mòi 7 tháng - Nội địa Nhật Bản,58500,61,150000,Thực phẩm ăn dặm
55596696, Pigeon,8809295241349,Bánh ăn dặm vị cá mòi 6 tháng - Nội địa Nhật Bản,65000,57,150000,Thực phẩm ăn dặm
55598882, Pigeon,7468847124526,Bánh ăn dặm vị cá cơm biển 7 tháng - Nội địa Nhật Bản,58500,61,150000,Thực phẩm ăn dặm
56271514,Matsuya,6955701366730,Cháo Ăn Dặm Matsuya Nhiều Vị Lựa Chọn Gói 60gr - Tặng Gói Nhỏ 30Ggr,85000,6,90000,Thực phẩm ăn dặm
48758762,Nutricara,8103281378355,Bột ăn dặm MetaCare Yến Mạch Chuối & Olive 200g,63000,3,65000,Thực phẩm ăn dặm
47245635,Ajinomoto,9694046841423,Dầu vừng 70g,69000,19,85000,Thực phẩm ăn dặm
52256747,Matsuya,4262499780894,Combo 4 gói cháo Matsuya 60g  tặng bộ bát ăn dặm,320000,24,420000,Thực phẩm ăn dặm
48632333,Matsuya,2562669698533,Cháo Gạo Koshihikari Ăn Dặm Với Cà Chua Chín Và Nấm Matsuya 60g,84000,7,90000,Thực phẩm ăn dặm
36699140,Anphaco,2080165740209,3 gói thực phẩm Bột Đậu tương lên men kiểu Nhật Natto Anphaco ăn dặm dành cho bé và mẹ,510000,22,650000,Thực phẩm ăn dặm
54759336,Nissin,6788618319106,Combo 2 gói mì MUG Nhật Bản cho bé - vị thịt heo,169000,11,190000,Thực phẩm ăn dặm
55806464,Eucatana,1296451013532,Lọ Viên Ngậm Ho Eucatana (400 Viên),180000,45,330000,Thực phẩm ăn dặm
55514477,Doya Hoya,9422524270157,"Combo 5 gói Bánh gạo ăn dặm Hữu cơ Doya Hoya Hàn Quốc cho bé - Vị Nguyên chất, Vị Táo & Cà rốt, Vị Rong biển, Vị bí đỏ, Vị Khoai lang tím",320000,6,340000,Thực phẩm ăn dặm
15817340,Heinz,8003239825743,Hộp 12 Gói Bánh Ăn Dặm Heinz Vị Chuối,468000,4,487000,Thực phẩm ăn dặm
36284004,Anphaco,4435129559973,Combo 5 gói Bột Đậu tương lên men kiểu Nhật Natto Anphaco ăn dặm dành cho bé và mẹ,750000,17,900000,Thực phẩm ăn dặm
54881972,Ponn,9572883428413,Sinh tố trái cây hữu cơ Ponn - món ăn dinh dưỡng cho bé,14500,50,29000,Thực phẩm ăn dặm
11443511,Bourbon,6957474365156,Bánh Ăn Dặm Cho Bé BOURBON KIDORIKO 55g - Nội địa Nhật Bản,49000,39,80000,Thực phẩm ăn dặm
55351035,Tana,1983996835551,Viên Ngậm La Hán Quả Tana (8 Viên x 3),70000,13,80000,Thực phẩm ăn dặm
49556886,Metacare,2029268776425,Bột ăn dặm dinh dưỡng Metacare Yến Mạch Gạo Lức 4 vị Ngọt phát triển toàn diện (200g),67000,3,69000,Thực phẩm ăn dặm
48632329,Matsuya,2469983544310,Cháo Gạo Koshihikari Ăn Dặm Với Rau Và Rong Biển Matsuya (Vị Sò Điệp) 60g,84000,7,90000,Thực phẩm ăn dặm
52615899,Matsuya,4276827931452,Cháo ăn dặm gạo Koshihikari với 5 loại rau Matsuya (5m+),39000,54,84000,Thực phẩm ăn dặm
56877305,Streptana,8330353402919,Lọ Viên Ngậm Streptana (400 Viên),190000,42,330000,Thực phẩm ăn dặm
22969090,Nhân Thùy,7247154925534,Mạch nha Nhân Thùy ,85000,11,95000,Nấu ăn và làm bánh
39225375,Đặc sản Ngon Lành,5381709384741,Đường thốt nốt truyền thống hũ thủy tinh 500g - Đặc sản Ngon Lành,78000,12,89000,Nấu ăn và làm bánh
36023748,ROVIN,6887309331561,Bột Rau Câu Giòn Agar Rovin (Gói 50g) ,34000,15,40000,Nấu ăn và làm bánh
51600754,Berryland,4649769339929,Nước cốt hoa Atiso đỏ BerryLand 500ml,46200,29,65000,Nấu ăn và làm bánh
53466002,BENUSCream,4595675523399,Bột Làm Kem Tươi Cao Cấp BENUSCream ,139000,18,170000,Nấu ăn và làm bánh
52664760,BENUSCream,1730313427193,ComBo 3kg Bột Làm Kem Tươi Hương Vani -  kem vani 3gói túi 1kg BENUSCream,229000,12,260000,Nấu ăn và làm bánh
53004966,Ngọc Trang,6546960329194,"Combo 2KG Đường Thốt Nốt Ngọc Trang - 9 viên lớn (2 bịch x 1KG) - Siêu thơm ngon, giữ được mùi thốt nốt đặc trưng, an lành - tốt cho sức khỏe có thể thay thế đường tinh luyện trong nấu ăn hằng ngày",119000,20,148000,Nấu ăn và làm bánh
31265457,Food Passion,3679220515570,Hạnh nhân bột 100g,38000,5,40000,Nấu ăn và làm bánh
52662452,Royal Farm,2529702726714,Hạnh nhân bột Royal Farm 500g/túi,160000,16,190000,Nấu ăn và làm bánh
8072638,VCOLORS,3857925352991,Màu thực phẩm VCOLORS hộp 4 màu,72000,4,75000,Nấu ăn và làm bánh
54508219,Nông Sản Vàng,4371744892630,Hạt Đười Ươi Bay 100gr - Nông Sản Vàng,59000,16,70000,Nấu ăn và làm bánh
8353611,House Foods,4051038017078,Combo 06 hộp Bột làm bánh Flan Purin Mix House Foods,140000,7,150000,Nấu ăn và làm bánh
15724202,Golden Farm,2473832445833,Bơ Hạt Phỉ Cacao Golden Farm (340g),75000,7,81000,Nấu ăn và làm bánh
39565617,OEM,7660960901149,ỐP LƯNG GỖ DÀNH CHO ĐIỆN THOẠI IPHONE Chữ Quotes THE BEST IS YET TO COME,199000,33,299000,Nấu ăn và làm bánh
58452057,Biên Hòa,8758924861246,Đường Biên Hòa Đường Đen Nữ Hoàng (1kg),49000,11,55000,Nấu ăn và làm bánh
52778757,berrino,9256263010930,Sinh tố Berrino Đào 1L,81000,10,90000,Nấu ăn và làm bánh
21881335,kim uy long,7404234871543,Bột nếp chín (bánh in) COOKED GLUTINOUS RICE FLOUR 1kg,34500,1,35000,Nấu ăn và làm bánh
14335086,Hershey's,1053089019752,Si rô Hershey's Syrup Caramel 625g,99000,29,139000,Nấu ăn và làm bánh
54507119,Nông Sản Vàng,1678656974830,Chuối Hột Rừng Bóc Vỏ Sấy Khô 1kg - Nông Sản Vàng,99000,18,120000,Nấu ăn và làm bánh
50474902,Sottolestelle,8331519432528,Bột hạt lanh nguyên cám hữu cơ Sottolestelle 500g Organic Whole FlaxSeed Meal,234000,8,255000,Nấu ăn và làm bánh
15724199,Golden Farm,2331860824146,Topping Sôcôla Golden Farm (630g),62000,9,68000,Nấu ăn và làm bánh
45084022,Ubon,2707401303706,Bột năng hữu cơ Ubon 400g,99000,10,110000,Nấu ăn và làm bánh
20651050,VINASYRUP,5333256743458,SIRO VINASYRUP HƯƠNG DÂU 750ML,55000,8,60000,Nấu ăn và làm bánh
55021635,Nông Sản Vàng,3022657322394,Hạt Đười Ươi Bay Cao Cấp 200gr - Nông Sản Vàng,109000,27,149000,Nấu ăn và làm bánh
39311501,VINASYRUP,1233289314912,Siro Đào VinaSyrup  750ml,55000,8,60000,Nấu ăn và làm bánh
20932947,Sunity,8534729666343,Thạch Cao Quy Linh Sunity,31000,11,35000,Nấu ăn và làm bánh
